obsTimes,filter,absFlux
1308.0000166842,g,6.837009065
1308.9999046787,r,6.5553306604
1308.9999046787,g,6.5553306604
1309.9997926731,r,6.6155000874
1309.9997926731,g,6.6155000874
1311.0001246675,r,6.6130707703
1311.0001246675,g,6.6130707703
1312.0000126619,r,6.794522439
1312.0000126619,g,6.794522439
1312.9999006563,r,6.6647192724
1312.9999006563,g,6.6647192724
1313.9997886507,r,6.6384062747
1313.9997886507,g,6.6384062747
1315.0001206451,r,6.6572260529
1315.0001206451,g,6.6572260529
1316.0000086395,r,6.7092834169
1316.0000086395,g,6.7092834169
1316.9998966339,r,6.3940956288
1316.9998966339,g,6.3940956288
1317.9997846283,r,6.4566464933
1317.9997846283,g,6.4566464933
1319.0001166227,r,6.3824950186
1319.0001166227,g,6.3824950186
1320.0000046171,r,6.4607514021
1320.0000046171,g,6.4607514021
1320.9998926115,r,6.3895914194
1320.9998926115,g,6.3895914194
1321.9997806059,r,6.603487773
1321.9997806059,g,6.603487773
1323.0001126003,r,6.5068299654
1323.0001126003,g,6.5068299654
1324.0000005948,r,6.7379752081
1324.0000005948,g,6.7379752081
1324.9998885892,r,6.8140131244
1324.9998885892,g,6.8140131244
1326.0002205836,r,6.9789973394
1326.0002205836,g,6.9789973394
1327.000108578,r,7.1812161206
1327.000108578,g,7.1812161206
1327.9999965724,r,6.922348731
1327.9999965724,g,6.922348731
1328.9998845668,r,7.280025635
1328.9998845668,g,7.280025635
1330.0002165612,r,7.3146487604
1330.0002165612,g,7.3146487604
1331.0001045556,r,7.4104333565
1331.0001045556,g,7.4104333565
1331.99999255,r,7.4916671609
1331.99999255,g,7.4916671609
1332.9998805444,r,7.6868081111
1332.9998805444,g,7.6868081111
1334.0002125388,r,7.5362048837
1334.0002125388,g,7.5362048837
1335.0001005332,r,7.5391492021
1335.0001005332,g,7.5391492021
1335.9999885276,r,7.5822447195
1335.9999885276,g,7.5822447195
1336.999876522,r,7.5807399076
1336.999876522,g,7.5807399076
1338.0002085164,r,7.3349556541
1338.0002085164,g,7.3349556541
1339.0000965109,r,7.4256115078
1339.0000965109,g,7.4256115078
1339.9999845053,r,7.1822710621
1339.9999845053,g,7.1822710621
1340.9998724997,r,7.3586591926
1340.9998724997,g,7.3586591926
1342.0002044941,r,7.1357717124
1342.0002044941,g,7.1357717124
1343.0000924885,r,7.1171150309
1343.0000924885,g,7.1171150309
1343.9999804829,r,7.2538978317
1343.9999804829,g,7.2538978317
1344.9998684773,r,7.3169668856
1344.9998684773,g,7.3169668856
1346.0002004717,r,7.2915513611
1346.0002004717,g,7.2915513611
1347.0000884661,r,7.3751591962
1347.0000884661,g,7.3751591962
1347.9999764605,r,7.2070703828
1347.9999764605,g,7.2070703828
1348.9998644549,r,7.1061646148
1348.9998644549,g,7.1061646148
1350.0001964493,r,6.9621403231
1350.0001964493,g,6.9621403231
1351.0000844437,r,6.7534491574
1351.0000844437,g,6.7534491574
1351.9999724381,r,6.7226212308
1351.9999724381,g,6.7226212308
1352.9998604326,r,6.8723449571
1352.9998604326,g,6.8723449571
1354.000192427,r,7.0133750793
1354.000192427,g,7.0133750793
1355.0000804214,r,6.8754375206
1355.0000804214,g,6.8754375206
1355.9999684158,r,6.8605601966
1355.9999684158,g,6.8605601966
1356.9998564102,r,6.9824506449
1356.9998564102,g,6.9824506449
1358.0001884046,r,7.0847473975
1358.0001884046,g,7.0847473975
1359.000076399,r,6.823377098
1359.000076399,g,6.823377098
1359.9999643934,r,6.8377145884
1359.9999643934,g,6.8377145884
1360.9998523878,r,6.7709976745
1360.9998523878,g,6.7709976745
1362.0001843822,r,6.8050445614
1362.0001843822,g,6.8050445614
1363.0000723766,r,6.8590077127
1363.0000723766,g,6.8590077127
1363.999960371,r,7.3110970175
1363.999960371,g,7.3110970175
1364.9998483654,r,7.0346226546
1364.9998483654,g,7.0346226546
1366.0001803598,r,7.1515307519
1366.0001803598,g,7.1515307519
1367.0000683543,r,7.0962043069
1367.0000683543,g,7.0962043069
1367.9999563487,r,7.1527504809
1367.9999563487,g,7.1527504809
1368.9998443431,r,6.9689998943
1368.9998443431,g,6.9689998943
1370.0001763375,r,7.0658186852
1370.0001763375,g,7.0658186852
1371.0000643319,r,7.121074948
1371.0000643319,g,7.121074948
1371.9999523263,r,6.9967775688
1371.9999523263,g,6.9967775688
1372.9998403207,r,6.9520366935
1372.9998403207,g,6.9520366935
1374.0001723151,r,6.7432344446
1374.0001723151,g,6.7432344446
1375.0000603095,r,6.9289738991
1375.0000603095,g,6.9289738991
1375.9999483039,r,6.9958640574
1375.9999483039,g,6.9958640574
1376.9998362983,r,6.966717052
1376.9998362983,g,6.966717052
1378.0001682927,r,7.2551492701
1378.0001682927,g,7.2551492701
1379.0000562871,r,7.4935865946
1379.0000562871,g,7.4935865946
1379.9999442815,r,7.6045392859
1379.9999442815,g,7.6045392859
1380.9998322759,r,7.9414447642
1380.9998322759,g,7.9414447642
1382.0001642704,r,7.6104899414
1382.0001642704,g,7.6104899414
1383.0000522648,r,7.6381639199
1383.0000522648,g,7.6381639199
1383.9999402592,r,7.9528269231
1383.9999402592,g,7.9528269231
1384.9998282536,r,7.7400351968
1384.9998282536,g,7.7400351968
1386.000160248,r,7.4509471094
1386.000160248,g,7.4509471094
1387.0000482424,r,7.6003523384
1387.0000482424,g,7.6003523384
1387.9999362368,r,7.394116445
1387.9999362368,g,7.394116445
1388.9998242312,r,7.3921516842
1388.9998242312,g,7.3921516842
1390.0001562256,r,7.242019027
1390.0001562256,g,7.242019027
1391.00004422,r,7.0231598959
1391.00004422,g,7.0231598959
1391.9999322144,r,6.9999344752
1391.9999322144,g,6.9999344752
1392.9998202088,r,6.9483959835
1392.9998202088,g,6.9483959835
1394.0001522032,r,6.9685607288
1394.0001522032,g,6.9685607288
1395.0000401976,r,7.2520842802
1395.0000401976,g,7.2520842802
1395.9999281921,r,7.0549982747
1395.9999281921,g,7.0549982747
1396.9998161865,r,7.1219208598
1396.9998161865,g,7.1219208598
1398.0001481809,r,7.1857078799
1398.0001481809,g,7.1857078799
1399.0000361753,r,7.055336564
1399.0000361753,g,7.055336564
1399.9999241697,r,7.4506161715
1399.9999241697,g,7.4506161715
1400.9998121641,r,7.3888402269
1400.9998121641,g,7.3888402269
1402.0001441585,r,7.5142252258
1402.0001441585,g,7.5142252258
1403.0000321529,r,7.6121432984
1403.0000321529,g,7.6121432984
1403.9999201473,r,7.8513168748
1403.9999201473,g,7.8513168748
1404.9998081417,r,7.7324217061
1404.9998081417,g,7.7324217061
1406.0001401361,r,7.645799357
1406.0001401361,g,7.645799357
1407.0000281305,r,7.6104571878
1407.0000281305,g,7.6104571878
1407.9999161249,r,7.7599522584
1407.9999161249,g,7.7599522584
1408.9998041193,r,7.6234826197
1408.9998041193,g,7.6234826197
1410.0001361137,r,7.6401595717
1410.0001361137,g,7.6401595717
1411.0000241082,r,7.8881714983
1411.0000241082,g,7.8881714983
1411.9999121026,r,8.0318761842
1411.9999121026,g,8.0318761842
1412.999800097,r,8.223956746
1412.999800097,g,8.223956746
1414.0001320914,r,7.9205156986
1414.0001320914,g,7.9205156986
1415.0000200858,r,7.971108329
1415.0000200858,g,7.971108329
1415.9999080802,r,7.9877436194
1415.9999080802,g,7.9877436194
1416.9997960746,r,8.0248541817
1416.9997960746,g,8.0248541817
1418.000128069,r,7.7843951238
1418.000128069,g,7.7843951238
1419.0000160634,r,7.9612816717
1419.0000160634,g,7.9612816717
1419.9999040578,r,8.1005882911
1419.9999040578,g,8.1005882911
1420.9997920522,r,8.2938866471
1420.9997920522,g,8.2938866471
1422.0001240466,r,8.4996778849
1422.0001240466,g,8.4996778849
1423.000012041,r,8.6950830882
1423.000012041,g,8.6950830882
1423.9999000354,r,8.4300298129
1423.9999000354,g,8.4300298129
1424.9997880299,r,8.2217412756
1424.9997880299,g,8.2217412756
1426.0001200243,r,8.4919725535
1426.0001200243,g,8.4919725535
1427.0000080187,r,8.3818607412
1427.0000080187,g,8.3818607412
1427.9998960131,r,8.1802593811
1427.9998960131,g,8.1802593811
1428.9997840075,r,8.198325827
1428.9997840075,g,8.198325827
1430.0001160019,r,8.1680971495
1430.0001160019,g,8.1680971495
1431.0000039963,r,8.0608942609
1431.0000039963,g,8.0608942609
1431.9998919907,r,8.3290440042
1431.9998919907,g,8.3290440042
1432.9997799851,r,8.2779657935
1432.9997799851,g,8.2779657935
1434.0001119795,r,8.4238198342
1434.0001119795,g,8.4238198342
1434.9999999739,r,8.5881585044
1434.9999999739,g,8.5881585044
1435.9998879683,r,8.4831643433
1435.9998879683,g,8.4831643433
1437.0002199627,r,8.5084977495
1437.0002199627,g,8.5084977495
1438.0001079571,r,8.315550169
1438.0001079571,g,8.315550169
1438.9999959515,r,8.5093668381
1438.9999959515,g,8.5093668381
1439.999883946,r,8.3121736136
1439.999883946,g,8.3121736136
1441.0002159404,r,8.3175452493
1441.0002159404,g,8.3175452493
1442.0001039348,r,8.3842256492
1442.0001039348,g,8.3842256492
1442.9999919292,r,8.24759627
1442.9999919292,g,8.24759627
1443.9998799236,r,8.3774639806
1443.9998799236,g,8.3774639806
1445.000211918,r,8.2817805457
1445.000211918,g,8.2817805457
1446.0000999124,r,8.0843769917
1446.0000999124,g,8.0843769917
1446.9999879068,r,8.0231322296
1446.9999879068,g,8.0231322296
1447.9998759012,r,7.9118195777
1447.9998759012,g,7.9118195777
1449.0002078956,r,8.1658176174
1449.0002078956,g,8.1658176174
1450.00009589,r,8.4669771975
1450.00009589,g,8.4669771975
1450.9999838844,r,8.0137717521
1450.9999838844,g,8.0137717521
1451.9998718788,r,8.1442641397
1451.9998718788,g,8.1442641397
1453.0002038732,r,8.0273463378
1453.0002038732,g,8.0273463378
1454.0000918677,r,8.1629261023
1454.0000918677,g,8.1629261023
1454.9999798621,r,8.3723219803
1454.9999798621,g,8.3723219803
1455.9998678565,r,8.3787812139
1455.9998678565,g,8.3787812139
1457.0001998509,r,8.2533356617
1457.0001998509,g,8.2533356617
1458.0000878453,r,8.4153619958
1458.0000878453,g,8.4153619958
1458.9999758397,r,8.2842653527
1458.9999758397,g,8.2842653527
1459.9998638341,r,8.2498913507
1459.9998638341,g,8.2498913507
1461.0001958285,r,8.3450322498
1461.0001958285,g,8.3450322498
1462.0000838229,r,8.5309874362
1462.0000838229,g,8.5309874362
1462.9999718173,r,8.3544637584
1462.9999718173,g,8.3544637584
1463.9998598117,r,8.6349194703
1463.9998598117,g,8.6349194703
1465.0001918061,r,8.4831620883
1465.0001918061,g,8.4831620883
1466.0000798005,r,8.1421137115
1466.0000798005,g,8.1421137115
1466.9999677949,r,8.1302269902
1466.9999677949,g,8.1302269902
1467.9998557893,r,7.9632188789
1467.9998557893,g,7.9632188789
1469.0001877838,r,7.9417902202
1469.0001877838,g,7.9417902202
1470.0000757782,r,8.1010643309
1470.0000757782,g,8.1010643309
1470.9999637726,r,8.0966631536
1470.9999637726,g,8.0966631536
1471.999851767,r,8.2935351689
1471.999851767,g,8.2935351689
1473.0001837614,r,8.1297062065
1473.0001837614,g,8.1297062065
1474.0000717558,r,8.2944266004
1474.0000717558,g,8.2944266004
1474.9999597502,r,8.2893809425
1474.9999597502,g,8.2893809425
1475.9998477446,r,8.3079033995
1475.9998477446,g,8.3079033995
1477.000179739,r,8.3654986132
1477.000179739,g,8.3654986132
1478.0000677334,r,8.0148655873
1478.0000677334,g,8.0148655873
1478.9999557278,r,8.183716727
1478.9999557278,g,8.183716727
1479.9998437222,r,7.8062100598
1479.9998437222,g,7.8062100598
1481.0001757166,r,7.7482842916
1481.0001757166,g,7.7482842916
1482.000063711,r,7.8644796616
1482.000063711,g,7.8644796616
1482.9999517055,r,7.8390289805
1482.9999517055,g,7.8390289805
1483.9998396999,r,7.8982586401
1483.9998396999,g,7.8982586401
1485.0001716943,r,7.7247202259
1485.0001716943,g,7.7247202259
1486.0000596887,r,7.9051457098
1486.0000596887,g,7.9051457098
1486.9999476831,r,7.9735996185
1486.9999476831,g,7.9735996185
1487.9998356775,r,7.9680127605
1487.9998356775,g,7.9680127605
1489.0001676719,r,8.0057982876
1489.0001676719,g,8.0057982876
1490.0000556663,r,7.9936637613
1490.0000556663,g,7.9936637613
1490.9999436607,r,7.8623879107
1490.9999436607,g,7.8623879107
1491.9998316551,r,8.0140633224
1491.9998316551,g,8.0140633224
1493.0001636495,r,8.0365914866
1493.0001636495,g,8.0365914866
1494.0000516439,r,7.8711958914
1494.0000516439,g,7.8711958914
1494.9999396383,r,7.7905939581
1494.9999396383,g,7.7905939581
1495.9998276327,r,7.5703211181
1495.9998276327,g,7.5703211181
1497.0001596271,r,7.4498836869
1497.0001596271,g,7.4498836869
1498.0000476216,r,7.4027553441
1498.0000476216,g,7.4027553441
1498.999935616,r,7.5420062354
1498.999935616,g,7.5420062354
1499.9998236104,r,7.6495390674
1499.9998236104,g,7.6495390674
1501.0001556048,r,7.6632537867
1501.0001556048,g,7.6632537867
1502.0000435992,r,7.9411568272
1502.0000435992,g,7.9411568272
1502.9999315936,r,7.5768442916
1502.9999315936,g,7.5768442916
1503.999819588,r,7.6330057858
1503.999819588,g,7.6330057858
1505.0001515824,r,7.6999066354
1505.0001515824,g,7.6999066354
1506.0000395768,r,7.4412688942
1506.0000395768,g,7.4412688942
1506.9999275712,r,7.47863595
1506.9999275712,g,7.47863595
1507.9998155656,r,7.6211943606
1507.9998155656,g,7.6211943606
1509.00014756,r,7.8278469287
1509.00014756,g,7.8278469287
1510.0000355544,r,7.9822198737
1510.0000355544,g,7.9822198737
1510.9999235488,r,7.9870445606
1510.9999235488,g,7.9870445606
1511.9998115433,r,7.8630866517
1511.9998115433,g,7.8630866517
1513.0001435377,r,8.0530225138
1513.0001435377,g,8.0530225138
1514.0000315321,r,7.7881259904
1514.0000315321,g,7.7881259904
1514.9999195265,r,7.8695475918
1514.9999195265,g,7.8695475918
1515.9998075209,r,8.0125163892
1515.9998075209,g,8.0125163892
1517.0001395153,r,7.8689048223
1517.0001395153,g,7.8689048223
1518.0000275097,r,8.0478866251
1518.0000275097,g,8.0478866251
1518.9999155041,r,8.1035870599
1518.9999155041,g,8.1035870599
1519.9998034985,r,8.1569347137
1519.9998034985,g,8.1569347137
1521.0001354929,r,8.1636640951
1521.0001354929,g,8.1636640951
1522.0000234873,r,7.9364185696
1522.0000234873,g,7.9364185696
1522.9999114817,r,7.7816892402
1522.9999114817,g,7.7816892402
1523.9997994761,r,8.0125803254
1523.9997994761,g,8.0125803254
1525.0001314705,r,7.8247564387
1525.0001314705,g,7.8247564387
1526.0000194649,r,7.6528174903
1526.0000194649,g,7.6528174903
1526.9999074594,r,7.8268494249
1526.9999074594,g,7.8268494249
1527.9997954538,r,7.897705644
1527.9997954538,g,7.897705644
1529.0001274482,r,7.8310346075
1529.0001274482,g,7.8310346075
1530.0000154426,r,7.7119946399
1530.0000154426,g,7.7119946399
1530.999903437,r,7.7424197084
1530.999903437,g,7.7424197084
1531.9997914314,r,7.949993186
1531.9997914314,g,7.949993186
1533.0001234258,r,7.9521178664
1533.0001234258,g,7.9521178664
1534.0000114202,r,7.9428755526
1534.0000114202,g,7.9428755526
1534.9998994146,r,8.0668878941
1534.9998994146,g,8.0668878941
1535.999787409,r,7.9598925347
1535.999787409,g,7.9598925347
1537.0001194034,r,8.1863668676
1537.0001194034,g,8.1863668676
1538.0000073978,r,8.2097994238
1538.0000073978,g,8.2097994238
1538.9998953922,r,8.1024899849
1538.9998953922,g,8.1024899849
1539.9997833866,r,8.2077394353
1539.9997833866,g,8.2077394353
1541.0001153811,r,8.3545645877
1541.0001153811,g,8.3545645877
1542.0000033755,r,8.4077079665
1542.0000033755,g,8.4077079665
1542.9998913699,r,8.011887166
1542.9998913699,g,8.011887166
1543.9997793643,r,8.297861384
1543.9997793643,g,8.297861384
1545.0001113587,r,8.1052245564
1545.0001113587,g,8.1052245564
1545.9999993531,r,8.3685272036
1545.9999993531,g,8.3685272036
1546.9998873475,r,8.426916326
1546.9998873475,g,8.426916326
1548.0002193419,r,8.2799480622
1548.0002193419,g,8.2799480622
1549.0001073363,r,8.6042635832
1549.0001073363,g,8.6042635832
1549.9999953307,r,8.5969104043
1549.9999953307,g,8.5969104043
1550.9998833251,r,8.2044089275
1550.9998833251,g,8.2044089275
1552.0002153195,r,8.2603015383
1552.0002153195,g,8.2603015383
1553.0001033139,r,8.4405289392
1553.0001033139,g,8.4405289392
1553.9999913083,r,8.6551593126
1553.9999913083,g,8.6551593126
1554.9998793027,r,8.2897819795
1554.9998793027,g,8.2897819795
1556.0002112972,r,8.6654071468
1556.0002112972,g,8.6654071468
1557.0000992916,r,8.6451644984
1557.0000992916,g,8.6451644984
1557.999987286,r,8.622645763
1557.999987286,g,8.622645763
1558.9998752804,r,8.7624189189
1558.9998752804,g,8.7624189189
1560.0002072748,r,8.6728187318
1560.0002072748,g,8.6728187318
1561.0000952692,r,8.6264668187
1561.0000952692,g,8.6264668187
1561.9999832636,r,8.8209542746
1561.9999832636,g,8.8209542746
1562.999871258,r,8.9480743886
1562.999871258,g,8.9480743886
1564.0002032524,r,8.7218670293
1564.0002032524,g,8.7218670293
1565.0000912468,r,8.6592835271
1565.0000912468,g,8.6592835271
1565.9999792412,r,8.5606710655
1565.9999792412,g,8.5606710655
1566.9998672356,r,8.6577022192
1566.9998672356,g,8.6577022192
1568.00019923,r,8.7115115251
1568.00019923,g,8.7115115251
1569.0000872244,r,9.0717669429
1569.0000872244,g,9.0717669429
1569.9999752189,r,9.1028448733
1569.9999752189,g,9.1028448733
1570.9998632133,r,9.0587022745
1570.9998632133,g,9.0587022745
1572.0001952077,r,9.1657355019
1572.0001952077,g,9.1657355019
1573.0000832021,r,9.2657802085
1573.0000832021,g,9.2657802085
1573.9999711965,r,9.5741902598
1573.9999711965,g,9.5741902598
1574.9998591909,r,9.5448036359
1574.9998591909,g,9.5448036359
1576.0001911853,r,9.7019247049
1576.0001911853,g,9.7019247049
1577.0000791797,r,9.3794098314
1577.0000791797,g,9.3794098314
1577.9999671741,r,9.5366316063
1577.9999671741,g,9.5366316063
1578.9998551685,r,9.4964605992
1578.9998551685,g,9.4964605992
1580.0001871629,r,9.5912957318
1580.0001871629,g,9.5912957318
1581.0000751573,r,9.3034977437
1581.0000751573,g,9.3034977437
1581.9999631517,r,9.342287686
1581.9999631517,g,9.342287686
1582.9998511461,r,9.2540321651
1582.9998511461,g,9.2540321651
1584.0001831405,r,9.4143191549
1584.0001831405,g,9.4143191549
1585.000071135,r,9.3140370132
1585.000071135,g,9.3140370132
1585.9999591294,r,9.3519818443
1585.9999591294,g,9.3519818443
1586.9998471238,r,9.4725845954
1586.9998471238,g,9.4725845954
1588.0001791182,r,9.637212924
1588.0001791182,g,9.637212924
1589.0000671126,r,9.8824160682
1589.0000671126,g,9.8824160682
1589.999955107,r,9.79884838
1589.999955107,g,9.79884838
1590.9998431014,r,9.5574892358
1590.9998431014,g,9.5574892358
1592.0001750958,r,9.7538638802
1592.0001750958,g,9.7538638802
1593.0000630902,r,9.7844445644
1593.0000630902,g,9.7844445644
1593.9999510846,r,9.7003771004
1593.9999510846,g,9.7003771004
1594.999839079,r,9.7898859391
1594.999839079,g,9.7898859391
1596.0001710734,r,9.8314803771
1596.0001710734,g,9.8314803771
1597.0000590678,r,9.554976545
1597.0000590678,g,9.554976545
1597.9999470622,r,9.1726193496
1597.9999470622,g,9.1726193496
1598.9998350567,r,9.1977289814
1598.9998350567,g,9.1977289814
1600.0001670511,r,9.3505305407
1600.0001670511,g,9.3505305407
1601.0000550455,r,9.2432273158
1601.0000550455,g,9.2432273158
1601.9999430399,r,9.1045851213
1601.9999430399,g,9.1045851213
1602.9998310343,r,9.0725875912
1602.9998310343,g,9.0725875912
1604.0001630287,r,9.1216006739
1604.0001630287,g,9.1216006739
1605.0000510231,r,9.3269484227
1605.0000510231,g,9.3269484227
1605.9999390175,r,9.3129805926
1605.9999390175,g,9.3129805926
1606.9998270119,r,9.1332374988
1606.9998270119,g,9.1332374988
1608.0001590063,r,9.2632558365
1608.0001590063,g,9.2632558365
1609.0000470007,r,9.3703397436
1609.0000470007,g,9.3703397436
1609.9999349951,r,9.2179973869
1609.9999349951,g,9.2179973869
1610.9998229895,r,9.2816260905
1610.9998229895,g,9.2816260905
1612.0001549839,r,9.0604482912
1612.0001549839,g,9.0604482912
1613.0000429783,r,8.8308458023
1613.0000429783,g,8.8308458023
1613.9999309728,r,8.6691267313
1613.9999309728,g,8.6691267313
1614.9998189672,r,8.7395805514
1614.9998189672,g,8.7395805514
1616.0001509616,r,8.95976159
1616.0001509616,g,8.95976159
1617.000038956,r,8.733233585
1617.000038956,g,8.733233585
1617.9999269504,r,8.5872518968
1617.9999269504,g,8.5872518968
1618.9998149448,r,8.7686614453
1618.9998149448,g,8.7686614453
1620.0001469392,r,8.8244761057
1620.0001469392,g,8.8244761057
1621.0000349336,r,8.658694336
1621.0000349336,g,8.658694336
1621.999922928,r,8.2767917051
1621.999922928,g,8.2767917051
1622.9998109224,r,8.2943562834
1622.9998109224,g,8.2943562834
1624.0001429168,r,8.3699039518
1624.0001429168,g,8.3699039518
1625.0000309112,r,8.4056856867
1625.0000309112,g,8.4056856867
1625.9999189056,r,8.5131770653
1625.9999189056,g,8.5131770653
1626.9998069,r,8.305548563
1626.9998069,g,8.305548563
1628.0001388945,r,8.394960655
1628.0001388945,g,8.394960655
1629.0000268889,r,8.2779370259
1629.0000268889,g,8.2779370259
1629.9999148833,r,8.471372574
1629.9999148833,g,8.471372574
1630.9998028777,r,8.3428111698
1630.9998028777,g,8.3428111698
1632.0001348721,r,8.0720651171
1632.0001348721,g,8.0720651171
1633.0000228665,r,8.0438787622
1633.0000228665,g,8.0438787622
1633.9999108609,r,8.026551836
1633.9999108609,g,8.026551836
1634.9997988553,r,7.9982801381
1634.9997988553,g,7.9982801381
1636.0001308497,r,7.8919139776
1636.0001308497,g,7.8919139776
1637.0000188441,r,7.9554635491
1637.0000188441,g,7.9554635491
1637.9999068385,r,8.0079471116
1637.9999068385,g,8.0079471116
1638.9997948329,r,7.8594288355
1638.9997948329,g,7.8594288355
1640.0001268273,r,7.6048888375
1640.0001268273,g,7.6048888375
1641.0000148217,r,7.5770251406
1641.0000148217,g,7.5770251406
1641.9999028162,r,7.6316452784
1641.9999028162,g,7.6316452784
1642.9997908106,r,7.5312533625
1642.9997908106,g,7.5312533625
1644.000122805,r,7.5529291604
1644.000122805,g,7.5529291604
1645.0000107994,r,7.5518233787
1645.0000107994,g,7.5518233787
1645.9998987938,r,7.5862553799
1645.9998987938,g,7.5862553799
1646.9997867882,r,7.6145205002
1646.9997867882,g,7.6145205002
1648.0001187826,r,7.6752185892
1648.0001187826,g,7.6752185892
1649.000006777,r,7.5331728886
1649.000006777,g,7.5331728886
1649.9998947714,r,7.3618108848
1649.9998947714,g,7.3618108848
1650.9997827658,r,7.6415436042
1650.9997827658,g,7.6415436042
1652.0001147602,r,7.7041770441
1652.0001147602,g,7.7041770441
1653.0000027546,r,7.5678223237
1653.0000027546,g,7.5678223237
1653.999890749,r,7.4512270467
1653.999890749,g,7.4512270467
1654.9997787434,r,7.5405051799
1654.9997787434,g,7.5405051799
1656.0001107378,r,7.5242237224
1656.0001107378,g,7.5242237224
1656.9999987323,r,7.5122302626
1656.9999987323,g,7.5122302626
1657.9998867267,r,7.3128105082
1657.9998867267,g,7.3128105082
1659.0002187211,r,7.1240827188
1659.0002187211,g,7.1240827188
1660.0001067155,r,7.3595514553
1660.0001067155,g,7.3595514553
1660.9999947099,r,7.3684175664
1660.9999947099,g,7.3684175664
1661.9998827043,r,7.3249182836
1661.9998827043,g,7.3249182836
1663.0002146987,r,7.2983986555
1663.0002146987,g,7.2983986555
1664.0001026931,r,7.3002232305
1664.0001026931,g,7.3002232305
1664.9999906875,r,7.2095155115
1664.9999906875,g,7.2095155115
1665.9998786819,r,7.4955434282
1665.9998786819,g,7.4955434282
1667.0002106763,r,7.542027218
1667.0002106763,g,7.542027218
1668.0000986707,r,7.6162586045
1668.0000986707,g,7.6162586045
1668.9999866651,r,7.411508049
1668.9999866651,g,7.411508049
1669.9998746595,r,7.3762889486
1669.9998746595,g,7.3762889486
1671.0002066539,r,7.4631662785
1671.0002066539,g,7.4631662785
1672.0000946484,r,7.4223150128
1672.0000946484,g,7.4223150128
1672.9999826428,r,7.5300435568
1672.9999826428,g,7.5300435568
1673.9998706372,r,7.7331604441
1673.9998706372,g,7.7331604441
1675.0002026316,r,7.7490203839
1675.0002026316,g,7.7490203839
1676.000090626,r,7.5124109471
1676.000090626,g,7.5124109471
1676.9999786204,r,7.6450736013
1676.9999786204,g,7.6450736013
1677.9998666148,r,7.4405124784
1677.9998666148,g,7.4405124784
1679.0001986092,r,7.4600552324
1679.0001986092,g,7.4600552324
1680.0000866036,r,7.4497456941
1680.0000866036,g,7.4497456941
1680.999974598,r,7.370856934
1680.999974598,g,7.370856934
1681.9998625924,r,7.1917803024
1681.9998625924,g,7.1917803024
1683.0001945868,r,7.4467658653
1683.0001945868,g,7.4467658653
1684.0000825812,r,7.2762591657
1684.0000825812,g,7.2762591657
1684.9999705756,r,7.3790898024
1684.9999705756,g,7.3790898024
1685.9998585701,r,7.2462584021
1685.9998585701,g,7.2462584021
1687.0001905645,r,7.3986372622
1687.0001905645,g,7.3986372622
1688.0000785589,r,7.3764969865
1688.0000785589,g,7.3764969865
1688.9999665533,r,7.6956834066
1688.9999665533,g,7.6956834066
1689.9998545477,r,7.4981768121
1689.9998545477,g,7.4981768121
1691.0001865421,r,7.2098736233
1691.0001865421,g,7.2098736233
1692.0000745365,r,7.3508564628
1692.0000745365,g,7.3508564628
1692.9999625309,r,7.17914521
1692.9999625309,g,7.17914521
1693.9998505253,r,7.2470382359
1693.9998505253,g,7.2470382359
1695.0001825197,r,7.2902359847
1695.0001825197,g,7.2902359847
1696.0000705141,r,7.5644965593
1696.0000705141,g,7.5644965593
1696.9999585085,r,7.3120229393
1696.9999585085,g,7.3120229393
1697.9998465029,r,7.3684609159
1697.9998465029,g,7.3684609159
1699.0001784973,r,7.4123721529
1699.0001784973,g,7.4123721529
1700.0000664918,r,7.3330388478
1700.0000664918,g,7.3330388478
1700.9999544862,r,7.4750655549
1700.9999544862,g,7.4750655549
1701.9998424806,r,7.5542164002
1701.9998424806,g,7.5542164002
1703.000174475,r,7.4358033915
1703.000174475,g,7.4358033915
1704.0000624694,r,7.598959033
1704.0000624694,g,7.598959033
1704.9999504638,r,7.7214819787
1704.9999504638,g,7.7214819787
1705.9998384582,r,7.7032594911
1705.9998384582,g,7.7032594911
1707.0001704526,r,7.9280253173
1707.0001704526,g,7.9280253173
1708.000058447,r,7.7991816413
1708.000058447,g,7.7991816413
1708.9999464414,r,7.728024559
1708.9999464414,g,7.728024559
1709.9998344358,r,7.5935620404
1709.9998344358,g,7.5935620404
1711.0001664302,r,7.4835018853
1711.0001664302,g,7.4835018853
1712.0000544246,r,7.7067184222
1712.0000544246,g,7.7067184222
1712.999942419,r,7.6673442386
1712.999942419,g,7.6673442386
1713.9998304134,r,7.7799628849
1713.9998304134,g,7.7799628849
1715.0001624079,r,7.6861747872
1715.0001624079,g,7.6861747872
1716.0000504023,r,7.6052685736
1716.0000504023,g,7.6052685736
1716.9999383967,r,7.5005875693
1716.9999383967,g,7.5005875693
1717.9998263911,r,7.8007572824
1717.9998263911,g,7.8007572824
1719.0001583855,r,7.8234835886
1719.0001583855,g,7.8234835886
1720.0000463799,r,7.9004711269
1720.0000463799,g,7.9004711269
1720.9999343743,r,7.9056039886
1720.9999343743,g,7.9056039886
1721.9998223687,r,7.9730599198
1721.9998223687,g,7.9730599198
1723.0001543631,r,8.2335275692
1723.0001543631,g,8.2335275692
1724.0000423575,r,7.9338616897
