obsTimes,filter,absFlux
884.9998870501,r,5.9730195711
884.9998870501,g,5.9730195711
886.0002190445,r,6.267692096
886.0002190445,g,6.267692096
887.0001070389,r,6.3532775668
887.0001070389,g,6.3532775668
887.9999950333,r,6.3010805481
887.9999950333,g,6.3010805481
888.9998830277,r,6.0712527277
888.9998830277,g,6.0712527277
890.0002150221,r,6.1144859239
890.0002150221,g,6.1144859239
891.0001030166,r,6.1734816625
891.0001030166,g,6.1734816625
891.999991011,r,6.3625313684
891.999991011,g,6.3625313684
892.9998790054,r,6.2133673175
892.9998790054,g,6.2133673175
894.0002109998,r,6.156397629
894.0002109998,g,6.156397629
895.0000989942,r,6.2004211293
895.0000989942,g,6.2004211293
895.9999869886,r,6.3057073416
895.9999869886,g,6.3057073416
896.999874983,r,6.3113541983
896.999874983,g,6.3113541983
898.0002069774,r,6.5295284724
898.0002069774,g,6.5295284724
899.0000949718,r,6.8228669362
899.0000949718,g,6.8228669362
899.9999829662,r,6.581529942
899.9999829662,g,6.581529942
900.9998709606,r,6.6985479507
900.9998709606,g,6.6985479507
902.000202955,r,6.8909916541
902.000202955,g,6.8909916541
903.0000909494,r,6.699676428
903.0000909494,g,6.699676428
903.9999789438,r,6.7141981223
903.9999789438,g,6.7141981223
904.9998669383,r,6.678130471
904.9998669383,g,6.678130471
906.0001989327,r,6.8316937198
906.0001989327,g,6.8316937198
907.0000869271,r,6.4639879383
907.0000869271,g,6.4639879383
907.9999749215,r,6.3286707759
907.9999749215,g,6.3286707759
908.9998629159,r,6.5141904356
908.9998629159,g,6.5141904356
910.0001949103,r,6.3801851494
910.0001949103,g,6.3801851494
911.0000829047,r,6.3908060192
911.0000829047,g,6.3908060192
911.9999708991,r,6.6124343438
911.9999708991,g,6.6124343438
912.9998588935,r,6.4173734266
912.9998588935,g,6.4173734266
914.0001908879,r,6.4294819844
914.0001908879,g,6.4294819844
915.0000788823,r,6.3920978684
915.0000788823,g,6.3920978684
915.9999668767,r,6.3483536441
915.9999668767,g,6.3483536441
916.9998548711,r,6.4108726748
916.9998548711,g,6.4108726748
918.0001868655,r,6.384925554
918.0001868655,g,6.384925554
919.0000748599,r,6.308930648
919.0000748599,g,6.308930648
919.9999628544,r,6.1600309327
919.9999628544,g,6.1600309327
920.9998508488,r,6.1813033266
920.9998508488,g,6.1813033266
922.0001828432,r,6.0015429918
922.0001828432,g,6.0015429918
923.0000708376,r,5.9357502759
923.0000708376,g,5.9357502759
923.999958832,r,5.926444721
923.999958832,g,5.926444721
924.9998468264,r,5.7496780192
924.9998468264,g,5.7496780192
926.0001788208,r,5.7295904393
926.0001788208,g,5.7295904393
927.0000668152,r,5.9676926614
927.0000668152,g,5.9676926614
927.9999548096,r,5.8921116684
927.9999548096,g,5.8921116684
928.999842804,r,6.0456290803
928.999842804,g,6.0456290803
930.0001747984,r,6.254001038
930.0001747984,g,6.254001038
931.0000627928,r,6.166733903
931.0000627928,g,6.166733903
931.9999507872,r,6.1272577408
931.9999507872,g,6.1272577408
932.9998387816,r,6.222353522
932.9998387816,g,6.222353522
934.0001707761,r,6.1370674805
934.0001707761,g,6.1370674805
935.0000587705,r,6.2127847515
935.0000587705,g,6.2127847515
935.9999467649,r,5.978386378
935.9999467649,g,5.978386378
936.9998347593,r,6.1826851654
936.9998347593,g,6.1826851654
938.0001667537,r,6.2635347176
938.0001667537,g,6.2635347176
939.0000547481,r,6.3803380457
939.0000547481,g,6.3803380457
939.9999427425,r,6.2774791676
939.9999427425,g,6.2774791676
940.9998307369,r,6.0553356321
940.9998307369,g,6.0553356321
942.0001627313,r,6.3191348297
942.0001627313,g,6.3191348297
943.0000507257,r,6.4723010801
943.0000507257,g,6.4723010801
943.9999387201,r,6.4156371828
943.9999387201,g,6.4156371828
944.9998267145,r,6.4144789599
944.9998267145,g,6.4144789599
946.0001587089,r,6.1349780856
946.0001587089,g,6.1349780856
947.0000467033,r,6.1199134141
947.0000467033,g,6.1199134141
947.9999346977,r,6.0476723756
947.9999346977,g,6.0476723756
948.9998226922,r,6.0523397019
948.9998226922,g,6.0523397019
950.0001546866,r,6.1156187673
950.0001546866,g,6.1156187673
951.000042681,r,6.0919388622
951.000042681,g,6.0919388622
951.9999306754,r,6.1353917605
951.9999306754,g,6.1353917605
952.9998186698,r,5.8751249729
952.9998186698,g,5.8751249729
954.0001506642,r,5.7893079749
954.0001506642,g,5.7893079749
955.0000386586,r,5.9342474082
955.0000386586,g,5.9342474082
955.999926653,r,5.7338718188
955.999926653,g,5.7338718188
956.9998146474,r,5.982196287
956.9998146474,g,5.982196287
958.0001466418,r,5.7071515335
958.0001466418,g,5.7071515335
959.0000346362,r,5.6867055842
959.0000346362,g,5.6867055842
959.9999226306,r,5.5116249945
959.9999226306,g,5.5116249945
960.999810625,r,5.5759951789
960.999810625,g,5.5759951789
962.0001426194,r,5.7010279661
962.0001426194,g,5.7010279661
963.0000306139,r,5.8394603877
963.0000306139,g,5.8394603877
963.9999186083,r,5.7761687732
963.9999186083,g,5.7761687732
964.9998066027,r,5.823849528
964.9998066027,g,5.823849528
966.0001385971,r,5.6597500181
966.0001385971,g,5.6597500181
967.0000265915,r,5.8610480867
967.0000265915,g,5.8610480867
967.9999145859,r,6.0028408945
967.9999145859,g,6.0028408945
968.9998025803,r,5.9429638762
968.9998025803,g,5.9429638762
970.0001345747,r,5.7580209836
970.0001345747,g,5.7580209836
971.0000225691,r,5.7985039193
971.0000225691,g,5.7985039193
971.9999105635,r,6.0653840692
971.9999105635,g,6.0653840692
972.9997985579,r,6.1030135711
972.9997985579,g,6.1030135711
974.0001305523,r,6.1065500381
974.0001305523,g,6.1065500381
975.0000185467,r,6.2396959123
975.0000185467,g,6.2396959123
975.9999065411,r,6.194066137
975.9999065411,g,6.194066137
976.9997945355,r,6.1789424013
976.9997945355,g,6.1789424013
978.00012653,r,6.0229283172
978.00012653,g,6.0229283172
979.0000145244,r,6.0052098515
979.0000145244,g,6.0052098515
979.9999025188,r,5.943898989
979.9999025188,g,5.943898989
980.9997905132,r,5.6913147136
980.9997905132,g,5.6913147136
982.0001225076,r,5.4533612539
982.0001225076,g,5.4533612539
983.000010502,r,5.6429619775
983.000010502,g,5.6429619775
983.9998984964,r,5.8621242398
983.9998984964,g,5.8621242398
984.9997864908,r,6.1234967231
984.9997864908,g,6.1234967231
986.0001184852,r,5.9713724787
986.0001184852,g,5.9713724787
987.0000064796,r,5.9050050321
987.0000064796,g,5.9050050321
987.999894474,r,5.6170871269
987.999894474,g,5.6170871269
988.9997824684,r,5.7594172083
988.9997824684,g,5.7594172083
990.0001144628,r,5.6193340679
990.0001144628,g,5.6193340679
991.0000024572,r,5.7706964328
991.0000024572,g,5.7706964328
991.9998904517,r,5.4509659182
991.9998904517,g,5.4509659182
992.9997784461,r,5.5394241144
992.9997784461,g,5.5394241144
994.0001104405,r,5.5492357429
994.0001104405,g,5.5492357429
994.9999984349,r,5.5736793213
994.9999984349,g,5.5736793213
995.9998864293,r,5.5425226415
995.9998864293,g,5.5425226415
997.0002184237,r,5.1967674706
997.0002184237,g,5.1967674706
998.0001064181,r,5.141760081
998.0001064181,g,5.141760081
998.9999944125,r,5.1727641086
998.9999944125,g,5.1727641086
999.9998824069,r,5.101297746
999.9998824069,g,5.101297746
1001.0002144013,r,5.1839347668
1001.0002144013,g,5.1839347668
1002.0001023957,r,5.240948441
1002.0001023957,g,5.240948441
1002.9999903901,r,5.2705208572
1002.9999903901,g,5.2705208572
1003.9998783845,r,5.3271858157
1003.9998783845,g,5.3271858157
1005.0002103789,r,5.3406431917
1005.0002103789,g,5.3406431917
1006.0000983734,r,5.2941209706
1006.0000983734,g,5.2941209706
1006.9999863678,r,5.3429926806
1006.9999863678,g,5.3429926806
1007.9998743622,r,5.4026563541
1007.9998743622,g,5.4026563541
1009.0002063566,r,5.2594090687
1009.0002063566,g,5.2594090687
1010.000094351,r,5.4216484134
1010.000094351,g,5.4216484134
1010.9999823454,r,5.5119570058
1010.9999823454,g,5.5119570058
1011.9998703398,r,5.4701055199
1011.9998703398,g,5.4701055199
1013.0002023342,r,5.4807919304
1013.0002023342,g,5.4807919304
1014.0000903286,r,5.4855540797
1014.0000903286,g,5.4855540797
1014.999978323,r,5.5551771882
1014.999978323,g,5.5551771882
1015.9998663174,r,5.6621157683
1015.9998663174,g,5.6621157683
1017.0001983118,r,5.6502113494
1017.0001983118,g,5.6502113494
1018.0000863062,r,5.8575730159
1018.0000863062,g,5.8575730159
1018.9999743006,r,5.7370716234
1018.9999743006,g,5.7370716234
1019.9998622951,r,5.4795667645
1019.9998622951,g,5.4795667645
1021.0001942895,r,5.8365100934
1021.0001942895,g,5.8365100934
1022.0000822839,r,5.7577992445
1022.0000822839,g,5.7577992445
1022.9999702783,r,5.5367389414
1022.9999702783,g,5.5367389414
1023.9998582727,r,5.6410286849
1023.9998582727,g,5.6410286849
1025.0001902671,r,5.757291487
1025.0001902671,g,5.757291487
1026.0000782615,r,5.838273871
1026.0000782615,g,5.838273871
1026.9999662559,r,5.7543407725
1026.9999662559,g,5.7543407725
1027.9998542503,r,5.990283192
1027.9998542503,g,5.990283192
1029.0001862447,r,5.8727927103
1029.0001862447,g,5.8727927103
1030.0000742391,r,5.711348866
1030.0000742391,g,5.711348866
1030.9999622335,r,5.8759606288
1030.9999622335,g,5.8759606288
1031.9998502279,r,5.7869725275
1031.9998502279,g,5.7869725275
1033.0001822223,r,5.6280446175
1033.0001822223,g,5.6280446175
1034.0000702168,r,5.6902880078
1034.0000702168,g,5.6902880078
1034.9999582112,r,5.5569201374
1034.9999582112,g,5.5569201374
1035.9998462056,r,5.4896633523
1035.9998462056,g,5.4896633523
1037.0001782,r,5.3994906628
1037.0001782,g,5.3994906628
1038.0000661944,r,5.4440362093
1038.0000661944,g,5.4440362093
1038.9999541888,r,5.5146258366
1038.9999541888,g,5.5146258366
1039.9998421832,r,5.6390387514
1039.9998421832,g,5.6390387514
1041.0001741776,r,5.4157729044
1041.0001741776,g,5.4157729044
1042.000062172,r,5.498757816
1042.000062172,g,5.498757816
1042.9999501664,r,5.3849419491
1042.9999501664,g,5.3849419491
1043.9998381608,r,5.43770416
1043.9998381608,g,5.43770416
1045.0001701552,r,5.5491289673
1045.0001701552,g,5.5491289673
1046.0000581496,r,5.5582523061
1046.0000581496,g,5.5582523061
1046.999946144,r,5.6692087156
1046.999946144,g,5.6692087156
1047.9998341384,r,5.4262742619
1047.9998341384,g,5.4262742619
1049.0001661329,r,5.5710762164
1049.0001661329,g,5.5710762164
1050.0000541273,r,5.7176752238
1050.0000541273,g,5.7176752238
1050.9999421217,r,5.7152396457
1050.9999421217,g,5.7152396457
1051.9998301161,r,5.7294069939
1051.9998301161,g,5.7294069939
1053.0001621105,r,5.6807650299
1053.0001621105,g,5.6807650299
1054.0000501049,r,5.6820899956
1054.0000501049,g,5.6820899956
1054.9999380993,r,5.9128186441
1054.9999380993,g,5.9128186441
1055.9998260937,r,5.7770402003
1055.9998260937,g,5.7770402003
1057.0001580881,r,5.8607078193
1057.0001580881,g,5.8607078193
1058.0000460825,r,5.7917209034
1058.0000460825,g,5.7917209034
1058.9999340769,r,5.9009477756
1058.9999340769,g,5.9009477756
1059.9998220713,r,5.8507996492
1059.9998220713,g,5.8507996492
1061.0001540657,r,6.1511828217
1061.0001540657,g,6.1511828217
1062.0000420601,r,6.1408066546
1062.0000420601,g,6.1408066546
1062.9999300546,r,6.083291044
1062.9999300546,g,6.083291044
1063.999818049,r,6.1887205865
1063.999818049,g,6.1887205865
1065.0001500434,r,6.0242535782
1065.0001500434,g,6.0242535782
1066.0000380378,r,6.0316027687
1066.0000380378,g,6.0316027687
1066.9999260322,r,6.104500117
1066.9999260322,g,6.104500117
1067.9998140266,r,6.0604209721
1067.9998140266,g,6.0604209721
1069.000146021,r,5.8811659041
1069.000146021,g,5.8811659041
1070.0000340154,r,6.060344326
1070.0000340154,g,6.060344326
1070.9999220098,r,6.0325435618
1070.9999220098,g,6.0325435618
1071.9998100042,r,6.0616181399
1071.9998100042,g,6.0616181399
1073.0001419986,r,6.0069218926
1073.0001419986,g,6.0069218926
1074.000029993,r,6.0770673645
1074.000029993,g,6.0770673645
1074.9999179874,r,6.1019880251
1074.9999179874,g,6.1019880251
1075.9998059818,r,6.2831368841
1075.9998059818,g,6.2831368841
1077.0001379762,r,6.1027169893
1077.0001379762,g,6.1027169893
1078.0000259707,r,6.1566124181
1078.0000259707,g,6.1566124181
1078.9999139651,r,6.1268415318
1078.9999139651,g,6.1268415318
1079.9998019595,r,6.1719019568
1079.9998019595,g,6.1719019568
1081.0001339539,r,6.3059280178
1081.0001339539,g,6.3059280178
1082.0000219483,r,6.4697515395
1082.0000219483,g,6.4697515395
1082.9999099427,r,6.5513992645
1082.9999099427,g,6.5513992645
1083.9997979371,r,6.6443935783
1083.9997979371,g,6.6443935783
1085.0001299315,r,6.6199957297
1085.0001299315,g,6.6199957297
1086.0000179259,r,6.5557852985
1086.0000179259,g,6.5557852985
1086.9999059203,r,6.4183070519
1086.9999059203,g,6.4183070519
1087.9997939147,r,6.7239994599
1087.9997939147,g,6.7239994599
1089.0001259091,r,6.7404535715
1089.0001259091,g,6.7404535715
1090.0000139035,r,6.7425529781
1090.0000139035,g,6.7425529781
1090.9999018979,r,6.8315090316
1090.9999018979,g,6.8315090316
1091.9997898924,r,6.6823669248
1091.9997898924,g,6.6823669248
1093.0001218868,r,6.7483656414
1093.0001218868,g,6.7483656414
1094.0000098812,r,6.5191141199
1094.0000098812,g,6.5191141199
1094.9998978756,r,6.4845667455
1094.9998978756,g,6.4845667455
1095.99978587,r,6.5325602571
1095.99978587,g,6.5325602571
1097.0001178644,r,6.4068072608
1097.0001178644,g,6.4068072608
1098.0000058588,r,6.2212206578
1098.0000058588,g,6.2212206578
1098.9998938532,r,6.4308852065
1098.9998938532,g,6.4308852065
1099.9997818476,r,6.4843234022
1099.9997818476,g,6.4843234022
1101.000113842,r,6.4012201732
1101.000113842,g,6.4012201732
1102.0000018364,r,6.8662567588
1102.0000018364,g,6.8662567588
1102.9998898308,r,6.6162809151
1102.9998898308,g,6.6162809151
1104.0002218252,r,6.7429109921
1104.0002218252,g,6.7429109921
1105.0001098196,r,6.8805506409
1105.0001098196,g,6.8805506409
1105.999997814,r,6.8311259679
1105.999997814,g,6.8311259679
1106.9998858085,r,6.80949979
1106.9998858085,g,6.80949979
1108.0002178029,r,7.0716835262
1108.0002178029,g,7.0716835262
1109.0001057973,r,7.052196611
1109.0001057973,g,7.052196611
1109.9999937917,r,7.0624305951
1109.9999937917,g,7.0624305951
1110.9998817861,r,7.3171893281
1110.9998817861,g,7.3171893281
1112.0002137805,r,7.271959943
1112.0002137805,g,7.271959943
1113.0001017749,r,7.2059968798
1113.0001017749,g,7.2059968798
1113.9999897693,r,7.4258231937
1113.9999897693,g,7.4258231937
1114.9998777637,r,7.4877089437
1114.9998777637,g,7.4877089437
1116.0002097581,r,7.42338669
1116.0002097581,g,7.42338669
1117.0000977525,r,7.2412952079
1117.0000977525,g,7.2412952079
1117.9999857469,r,7.474164264
1117.9999857469,g,7.474164264
1118.9998737413,r,7.4762588527
1118.9998737413,g,7.4762588527
1120.0002057357,r,7.3171715724
1120.0002057357,g,7.3171715724
1121.0000937302,r,7.4195549332
1121.0000937302,g,7.4195549332
1121.9999817246,r,7.5365644196
1121.9999817246,g,7.5365644196
1122.999869719,r,7.4814348098
1122.999869719,g,7.4814348098
1124.0002017134,r,7.5940489394
1124.0002017134,g,7.5940489394
1125.0000897078,r,7.388139064
1125.0000897078,g,7.388139064
1125.9999777022,r,7.4943248013
1125.9999777022,g,7.4943248013
1126.9998656966,r,7.3692401795
1126.9998656966,g,7.3692401795
1128.000197691,r,7.3841913193
1128.000197691,g,7.3841913193
1129.0000856854,r,7.5381406782
1129.0000856854,g,7.5381406782
1129.9999736798,r,7.5988923937
1129.9999736798,g,7.5988923937
1130.9998616742,r,7.6270454472
1130.9998616742,g,7.6270454472
1132.0001936686,r,7.5378913424
1132.0001936686,g,7.5378913424
1133.000081663,r,7.6076799086
1133.000081663,g,7.6076799086
1133.9999696574,r,7.3170871251
1133.9999696574,g,7.3170871251
1134.9998576518,r,7.4466939748
1134.9998576518,g,7.4466939748
1136.0001896463,r,7.3973738075
1136.0001896463,g,7.3973738075
1137.0000776407,r,7.5020708799
1137.0000776407,g,7.5020708799
1137.9999656351,r,7.4782991748
1137.9999656351,g,7.4782991748
1138.9998536295,r,7.3611370777
1138.9998536295,g,7.3611370777
1140.0001856239,r,7.6227380478
1140.0001856239,g,7.6227380478
1141.0000736183,r,7.3129474792
1141.0000736183,g,7.3129474792
1141.9999616127,r,7.5043203607
1141.9999616127,g,7.5043203607
1142.9998496071,r,7.5734390174
1142.9998496071,g,7.5734390174
1144.0001816015,r,7.5352713006
1144.0001816015,g,7.5352713006
1145.0000695959,r,7.5663572197
1145.0000695959,g,7.5663572197
1145.9999575903,r,7.8799638892
1145.9999575903,g,7.8799638892
1146.9998455847,r,7.9984286451
1146.9998455847,g,7.9984286451
1148.0001775791,r,8.0083882296
1148.0001775791,g,8.0083882296
1149.0000655735,r,8.0226043565
1149.0000655735,g,8.0226043565
1149.999953568,r,8.0782075357
1149.999953568,g,8.0782075357
1150.9998415624,r,7.8741678589
1150.9998415624,g,7.8741678589
1152.0001735568,r,8.1341911604
1152.0001735568,g,8.1341911604
1153.0000615512,r,8.04723007
1153.0000615512,g,8.04723007
1153.9999495456,r,8.0923281189
1153.9999495456,g,8.0923281189
1154.99983754,r,8.0293999425
1154.99983754,g,8.0293999425
1156.0001695344,r,7.8069402396
1156.0001695344,g,7.8069402396
1157.0000575288,r,7.7595468691
1157.0000575288,g,7.7595468691
1157.9999455232,r,7.8644235646
1157.9999455232,g,7.8644235646
1158.9998335176,r,7.8273309532
1158.9998335176,g,7.8273309532
1160.000165512,r,8.1293484715
1160.000165512,g,8.1293484715
1161.0000535064,r,8.2166788726
1161.0000535064,g,8.2166788726
1161.9999415008,r,8.0893157506
1161.9999415008,g,8.0893157506
1162.9998294952,r,8.2264963099
1162.9998294952,g,8.2264963099
1164.0001614896,r,8.2133289317
1164.0001614896,g,8.2133289317
1165.0000494841,r,8.0000819626
1165.0000494841,g,8.0000819626
1165.9999374785,r,8.1680413083
1165.9999374785,g,8.1680413083
1166.9998254729,r,8.1176350123
1166.9998254729,g,8.1176350123
1168.0001574673,r,7.7678717493
1168.0001574673,g,7.7678717493
1169.0000454617,r,7.9239817706
1169.0000454617,g,7.9239817706
1169.9999334561,r,8.0120935306
1169.9999334561,g,8.0120935306
1170.9998214505,r,8.1063966546
1170.9998214505,g,8.1063966546
1172.0001534449,r,8.1364018715
1172.0001534449,g,8.1364018715
1173.0000414393,r,8.1414954341
1173.0000414393,g,8.1414954341
1173.9999294337,r,8.1901711259
1173.9999294337,g,8.1901711259
1174.9998174281,r,8.1596818742
1174.9998174281,g,8.1596818742
1176.0001494225,r,8.2232430691
1176.0001494225,g,8.2232430691
1177.0000374169,r,8.0635125845
1177.0000374169,g,8.0635125845
1177.9999254113,r,8.1987858016
1177.9999254113,g,8.1987858016
1178.9998134058,r,8.2798910745
1178.9998134058,g,8.2798910745
1180.0001454002,r,8.2545949217
1180.0001454002,g,8.2545949217
1181.0000333946,r,8.3143639224
1181.0000333946,g,8.3143639224
1181.999921389,r,8.3023510539
1181.999921389,g,8.3023510539
1182.9998093834,r,8.4020915739
1182.9998093834,g,8.4020915739
1184.0001413778,r,8.2909524013
1184.0001413778,g,8.2909524013
1185.0000293722,r,8.3547164196
1185.0000293722,g,8.3547164196
1185.9999173666,r,8.4299255516
1185.9999173666,g,8.4299255516
1186.999805361,r,8.7151262912
1186.999805361,g,8.7151262912
1188.0001373554,r,8.4456451238
1188.0001373554,g,8.4456451238
1189.0000253498,r,8.3494238577
1189.0000253498,g,8.3494238577
1189.9999133442,r,8.6304955656
1189.9999133442,g,8.6304955656
1190.9998013386,r,8.6221624992
1190.9998013386,g,8.6221624992
1192.000133333,r,8.4739490221
1192.000133333,g,8.4739490221
1193.0000213274,r,8.4349958179
1193.0000213274,g,8.4349958179
1193.9999093219,r,8.3848424153
1193.9999093219,g,8.3848424153
1194.9997973163,r,8.3083789125
1194.9997973163,g,8.3083789125
1196.0001293107,r,8.3379054196
1196.0001293107,g,8.3379054196
1197.0000173051,r,8.412871859
1197.0000173051,g,8.412871859
1197.9999052995,r,8.797711134
1197.9999052995,g,8.797711134
1198.9997932939,r,8.336671466
1198.9997932939,g,8.336671466
1200.0001252883,r,8.4572924726
1200.0001252883,g,8.4572924726
1201.0000132827,r,8.2813857827
1201.0000132827,g,8.2813857827
1201.9999012771,r,8.2897037065
1201.9999012771,g,8.2897037065
1202.9997892715,r,8.3474251666
1202.9997892715,g,8.3474251666
1204.0001212659,r,8.2907362316
1204.0001212659,g,8.2907362316
1205.0000092603,r,8.1508746222
1205.0000092603,g,8.1508746222
1205.9998972547,r,8.1382996501
1205.9998972547,g,8.1382996501
1206.9997852491,r,8.1755161725
1206.9997852491,g,8.1755161725
1208.0001172436,r,7.9975379928
1208.0001172436,g,7.9975379928
1209.000005238,r,7.936231238
1209.000005238,g,7.936231238
1209.9998932324,r,7.8721906003
1209.9998932324,g,7.8721906003
1210.9997812268,r,7.9296610209
1210.9997812268,g,7.9296610209
1212.0001132212,r,8.0931042114
1212.0001132212,g,8.0931042114
1213.0000012156,r,7.9288301839
1213.0000012156,g,7.9288301839
1213.99988921,r,7.8396364168
1213.99988921,g,7.8396364168
1215.0002212044,r,7.5965764142
1215.0002212044,g,7.5965764142
1216.0001091988,r,7.6223917944
1216.0001091988,g,7.6223917944
1216.9999971932,r,7.5893738324
1216.9999971932,g,7.5893738324
1217.9998851876,r,7.7852078236
1217.9998851876,g,7.7852078236
1219.000217182,r,8.1628169506
1219.000217182,g,8.1628169506
1220.0001051764,r,8.0796220665
1220.0001051764,g,8.0796220665
1220.9999931708,r,8.2378971033
1220.9999931708,g,8.2378971033
1221.9998811653,r,7.9422810935
1221.9998811653,g,7.9422810935
1223.0002131597,r,8.0569657876
1223.0002131597,g,8.0569657876
1224.0001011541,r,7.9682056526
1224.0001011541,g,7.9682056526
1224.9999891485,r,8.163378593
1224.9999891485,g,8.163378593
1225.9998771429,r,8.1552491398
1225.9998771429,g,8.1552491398
1227.0002091373,r,7.9957645026
1227.0002091373,g,7.9957645026
1228.0000971317,r,7.7279971558
1228.0000971317,g,7.7279971558
1228.9999851261,r,7.8891694762
1228.9999851261,g,7.8891694762
1229.9998731205,r,8.1382413105
1229.9998731205,g,8.1382413105
1231.0002051149,r,8.269795107
1231.0002051149,g,8.269795107
1232.0000931093,r,8.4881094473
1232.0000931093,g,8.4881094473
1232.9999811037,r,8.3672779811
1232.9999811037,g,8.3672779811
1233.9998690981,r,8.4127271957
1233.9998690981,g,8.4127271957
1235.0002010925,r,8.2702270468
1235.0002010925,g,8.2702270468
1236.0000890869,r,8.4853908875
1236.0000890869,g,8.4853908875
1236.9999770814,r,8.446385521
1236.9999770814,g,8.446385521
1237.9998650758,r,8.3117712964
1237.9998650758,g,8.3117712964
1239.0001970702,r,8.0603527867
1239.0001970702,g,8.0603527867
1240.0000850646,r,8.1445509755
1240.0000850646,g,8.1445509755
1240.999973059,r,8.0930379492
1240.999973059,g,8.0930379492
1241.9998610534,r,7.9120963868
1241.9998610534,g,7.9120963868
1243.0001930478,r,7.787970792
1243.0001930478,g,7.787970792
1244.0000810422,r,7.7510059105
1244.0000810422,g,7.7510059105
1244.9999690366,r,7.6779430107
1244.9999690366,g,7.6779430107
1245.999857031,r,7.9314813445
1245.999857031,g,7.9314813445
1247.0001890254,r,7.8642909031
1247.0001890254,g,7.8642909031
1248.0000770198,r,7.5992922315
1248.0000770198,g,7.5992922315
1248.9999650142,r,7.9149752329
1248.9999650142,g,7.9149752329
1249.9998530086,r,7.8594117129
1249.9998530086,g,7.8594117129
1251.000185003,r,7.9510856682
1251.000185003,g,7.9510856682
1252.0000729975,r,7.8848211054
1252.0000729975,g,7.8848211054
1252.9999609919,r,7.6080818044
1252.9999609919,g,7.6080818044
1253.9998489863,r,7.5572580422
1253.9998489863,g,7.5572580422
1255.0001809807,r,7.7435933015
1255.0001809807,g,7.7435933015
1256.0000689751,r,7.7191766381
1256.0000689751,g,7.7191766381
1256.9999569695,r,7.8521126077
1256.9999569695,g,7.8521126077
1257.9998449639,r,7.9915976009
1257.9998449639,g,7.9915976009
1259.0001769583,r,8.1826602829
1259.0001769583,g,8.1826602829
1260.0000649527,r,8.2892652626
1260.0000649527,g,8.2892652626
1260.9999529471,r,7.9375404877
1260.9999529471,g,7.9375404877
1261.9998409415,r,8.0613876318
1261.9998409415,g,8.0613876318
1263.0001729359,r,8.1833579471
1263.0001729359,g,8.1833579471
1264.0000609303,r,8.2498498562
1264.0000609303,g,8.2498498562
1264.9999489247,r,8.1294914931
1264.9999489247,g,8.1294914931
1265.9998369192,r,8.2951888585
1265.9998369192,g,8.2951888585
1267.0001689136,r,8.2622551397
1267.0001689136,g,8.2622551397
1268.000056908,r,8.079567147
1268.000056908,g,8.079567147
1268.9999449024,r,8.1592672026
1268.9999449024,g,8.1592672026
1269.9998328968,r,8.1935039289
1269.9998328968,g,8.1935039289
1271.0001648912,r,7.87434032
1271.0001648912,g,7.87434032
1272.0000528856,r,7.894547616
1272.0000528856,g,7.894547616
1272.99994088,r,7.8936530476
1272.99994088,g,7.8936530476
1273.9998288744,r,7.9032664012
1273.9998288744,g,7.9032664012
1275.0001608688,r,7.8065569558
1275.0001608688,g,7.8065569558
1276.0000488632,r,7.7297398051
1276.0000488632,g,7.7297398051
1276.9999368576,r,7.69109286
1276.9999368576,g,7.69109286
1277.999824852,r,7.7361283257
1277.999824852,g,7.7361283257
1279.0001568464,r,8.0727890345
1279.0001568464,g,8.0727890345
1280.0000448408,r,7.8511483948
1280.0000448408,g,7.8511483948
1280.9999328353,r,7.6350770833
1280.9999328353,g,7.6350770833
1281.9998208297,r,7.7127031518
1281.9998208297,g,7.7127031518
1283.0001528241,r,8.0186686107
1283.0001528241,g,8.0186686107
1284.0000408185,r,7.7757184849
1284.0000408185,g,7.7757184849
1284.9999288129,r,7.7778100628
1284.9999288129,g,7.7778100628
1285.9998168073,r,7.512478127
1285.9998168073,g,7.512478127
1287.0001488017,r,7.2302043042
1287.0001488017,g,7.2302043042
1288.0000367961,r,7.1102999168
1288.0000367961,g,7.1102999168
1288.9999247905,r,7.0249176824
1288.9999247905,g,7.0249176824
1289.9998127849,r,7.0033456341
1289.9998127849,g,7.0033456341
1291.0001447793,r,6.8499016659
1291.0001447793,g,6.8499016659
1292.0000327737,r,6.9606612178
1292.0000327737,g,6.9606612178
1292.9999207681,r,6.9193167982
1292.9999207681,g,6.9193167982
1293.9998087625,r,6.8610502919
1293.9998087625,g,6.8610502919
1295.000140757,r,6.6822391516
1295.000140757,g,6.6822391516
1296.0000287514,r,6.9360009344
1296.0000287514,g,6.9360009344
1296.9999167458,r,6.7764799152
1296.9999167458,g,6.7764799152
1297.9998047402,r,6.8450333583
1297.9998047402,g,6.8450333583
1299.0001367346,r,6.83881307
1299.0001367346,g,6.83881307
1300.000024729,r,6.80004332
1300.000024729,g,6.80004332
1300.9999127234,r,6.7406729207
1300.9999127234,g,6.7406729207
1301.9998007178,r,6.770303145
1301.9998007178,g,6.770303145
1303.0001327122,r,6.8307279851
1303.0001327122,g,6.8307279851
1304.0000207066,r,6.9216709186
1304.0000207066,g,6.9216709186
1304.999908701,r,6.9872648779
1304.999908701,g,6.9872648779
1305.9997966954,r,6.9053894838
1305.9997966954,g,6.9053894838
1307.0001286898,r,6.6012714901
1307.0001286898,g,6.6012714901
1308.0000166842,r,6.837009065
